  Day,Month,Year,Tmax,Tmean,Tmin,RH,WS,ETo
11,2,2016,17,11.1,6.4,65.4,2.07,2.1
12,2,2016,17.8,10.1,3.4,53.8,1.66,2.4
13,2,2016,18.9,12.5,7.9,44.6,1.13,2.2
14,2,2016,19.5,11.6,6.8,50.2,1.37,2.4
15,2,2016,19.9,11.7,6.2,52.1,1.62,2.6
16,2,2016,22,13.4,6.6,44,1.28,2.7
17,2,2016,22.7,14.1,6.4,44.8,1.27,2.8
18,2,2016,25.4,15.8,8.6,39.8,1.34,3.2
19,2,2016,24.7,16.9,11.6,56.4,1.83,3.1
20,2,2016,21.7,14.6,8.9,66.9,1.92,2.6
21,2,2016,24.6,15.6,9.1,49.8,1.82,3.3
22,2,2016,25.6,16.1,10.4,45.6,2.15,3.8
23,2,2016,29.5,17,8.2,37.9,2.5,5
24,2,2016,30.2,19.4,9.5,29.1,1.52,4.2
25,2,2016,26.9,17.9,10.4,36.4,1.27,3.4
26,2,2016,26.7,17.5,10,43.1,1.33,3.4
27,2,2016,26.9,18.6,11.6,43.3,1.35,3.4
28,2,2016,26.5,19.3,13,41.9,1.23,3.3
29,2,2016,26.2,18.2,12.8,48.8,1.27,3.2
1,3,2016,27.4,18.9,12.8,49.7,1.57,3.6
2,3,2016,26.8,20.8,14.8,47.2,1.12,3.1
3,3,2016,28.4,21.3,15.7,51.1,1.72,3.8
4,3,2016,27.8,20.7,14.8,54.3,1.5,3.5
5,3,2016,22.9,17,13.1,66.3,1.8,2.8
6,3,2016,18.9,15.2,12.3,72.1,1.67,2.2
7,3,2016,24.7,17.6,12,60.5,1.51,3.2
8,3,2016,27.2,19.2,13.4,53.5,1.47,3.6
9,3,2016,27.4,19.8,12.9,49.8,1.29,3.6
10,3,2016,28.1,21.3,15.6,46.4,1.14,3.5
11,3,2016,21.6,17.4,14.9,72.3,2.14,2.6
12,3,2016,17.6,15.1,11.8,87.3,1.85,1.8
13,3,2016,17.3,13.9,10.8,82.5,1.16,1.9
14,3,2016,21.6,15.3,9.5,68.5,1.33,2.8
15,3,2016,22.2,15.4,10.1,64.8,1.7,3.1
16,3,2016,21.3,14.8,9.6,63.5,1.48,2.9
17,3,2016,20.8,15.8,12.5,81.8,1.7,2.4
18,3,2016,22.5,18.1,12.5,73.3,1.42,2.8
19,3,2016,25.1,19,13.6,66.4,1.66,3.3
20,3,2016,23.2,16.9,11.7,64.8,2.34,3.5
21,3,2016,23.1,16,10.4,52.8,2.39,4
22,3,2016,26.4,17.1,9.3,49.1,2.5,4.8
23,3,2016,29.2,19.1,10.2,40.6,1.4,4.5
24,3,2016,26.9,19.3,13.3,52.1,1.34,3.9
25,3,2016,24.6,18.1,13.1,66.4,1.93,3.5
26,3,2016,24.1,18,12.6,67.6,1.23,3.2
27,3,2016,27.6,20.1,12.7,55.9,1.64,4.2
28,3,2016,28.1,20.9,16.4,55.3,1.16,3.8
29,3,2016,28.6,21.8,14.7,55.6,2.02,4.6
30,3,2016,30.1,23.7,16.1,49.7,1.38,4.4
31,3,2016,29.1,23.1,17.9,51.4,1.38,4.2
1,4,2016,29.5,22.8,17.1,58.7,1.77,4.4
2,4,2016,30.1,23.6,18.7,60.9,1.81,4.4
3,4,2016,25.9,21,17.1,75.1,1.88,3.4
4,4,2016,30.1,21.9,16.1,58.5,1.92,4.7
5,4,2016,28.6,22.1,16.5,49.8,1.18,4.1
6,4,2016,25.7,20.7,16,52.9,1.03,3.6
7,4,2016,28.3,20.7,13.6,54.1,1.72,4.6
8,4,2016,29,22.2,15.3,50.8,1.14,4.3
9,4,2016,27.6,21.1,16.3,59.5,1.17,3.9
10,4,2016,27.2,20.6,15.2,58.3,1.5,4.2
11,4,2016,27.3,20.9,15.8,58.6,1.38,4.1
12,4,2016,29.8,21.9,14.3,53.9,2.4,5.4
13,4,2016,31.2,23.3,16.7,49.5,2.58,5.9
14,4,2016,33.9,24.4,16.2,43.1,2.06,6.3
15,4,2016,35.9,27.1,19,45,1.88,6.3
16,4,2016,36,28.4,21.8,50.2,1.75,5.9
17,4,2016,31,24.6,18.9,56.9,3.28,5.8
18,4,2016,32.5,24.3,16.9,50.5,2.28,6
19,4,2016,32.9,24.3,18.3,47.9,1.79,5.6
20,4,2016,32.9,24.4,17,47.6,2.29,6.2
21,4,2016,32.5,25.6,18.4,44,1.79,5.7
22,4,2016,31.3,24,17.3,43.8,2.09,5.8
23,4,2016,31.5,23.1,15.1,39.8,1.96,6
24,4,2016,32.1,23.6,16,39.5,1.85,6
25,4,2016,33.5,25.2,16.9,34.3,1.82,6.3
26,4,2016,34.4,26.4,17.8,34.5,1.74,6.4
27,4,2016,34.2,25.7,18,39,2.34,6.9
28,4,2016,35,26.2,18.1,35.3,2.08,6.9
29,4,2016,36.5,26.7,16.9,33.7,2.17,7.5
30,4,2016,37.6,28.7,20.6,28.9,1.96,7.3
1,5,2016,39.5,29.9,19.8,29.9,2,7.8
2,5,2016,40.1,30.1,21.3,31.7,1.8,7.6
3,5,2016,36,27.8,22.5,43.3,2.16,6.7
4,5,2016,30.6,25.2,20.9,53.3,2.3,5.4
5,5,2016,33.9,26.3,19.6,48.7,1.63,5.9
6,5,2016,36.7,28.8,20.4,37.2,1.69,6.7
7,5,2016,38.6,30.6,23.4,32.6,1.99,7.4
8,5,2016,41.5,32.2,23.2,29.6,2.03,8.2
9,5,2016,41.9,33.9,26.1,26.3,1.86,7.9
10,5,2016,42.1,34.8,27.3,26.8,1.47,7.2
11,5,2016,38.5,31.4,25.2,37.1,1.62,6.7
12,5,2016,39.1,31.4,24.3,32.7,1.8,7.2
13,5,2016,39.8,31.9,24.2,31.9,1.88,7.6
14,5,2016,37.7,30.3,24.1,35.1,2.68,8
15,5,2016,38.5,30.1,21.6,28.1,2.37,8.3
16,5,2016,39.5,31.5,22.6,22.3,2.43,8.7
17,5,2016,41.7,33,24.9,18.9,1.98,8.3
18,5,2016,43.6,34.2,25.2,16.1,2.52,9.8
19,5,2016,44.7,35.6,26.3,19.5,1.97,8.9
20,5,2016,44.7,36,26.4,15.3,2.02,9
21,5,2016,45.2,36.7,28.1,14.1,2.09,9.1
22,5,2016,45.7,37.4,27,13.9,2,9.2
23,5,2016,36.2,31.3,25.3,41.9,1.93,6.5
24,5,2016,34.2,29.1,23.9,48.9,2.04,6.1
25,5,2016,34.8,29.1,23.6,43.3,1.35,5.7
26,5,2016,37.9,30.6,22.2,39.9,1.63,7
27,5,2016,38.9,32.3,25.7,34.3,1.73,7.1
28,5,2016,39.6,32.8,25.8,34.5,1.67,7.2
29,5,2016,39.3,32.9,26.8,28.7,1.26,6.5
30,5,2016,37,30.8,24.1,34.1,1.55,6.6
31,5,2016,37.3,30.5,22.2,40,1.72,7
1,6,2016,39.5,32.8,26,39.6,1.52,6.9
2,6,2016,39.2,32.5,26.4,44.5,1.98,7.2
3,6,2016,38.9,31.9,25.6,44,2.02,7.3
4,6,2016,40.6,33.3,25.8,37.7,2.68,8.7
5,6,2016,41.8,34.9,28.1,28.4,1.68,7.6
6,6,2016,42.2,34.4,25.9,29.3,1.68,7.9
7,6,2016,42.1,34.6,27.2,27.9,1.5,7.5
8,6,2016,42.4,34.9,26.8,26.9,1.55,7.7
9,6,2016,40.9,34.4,26.8,31.1,1.35,7
10,6,2016,41,34.6,26,28.9,1.66,7.6
11,6,2016,40.1,33.9,25.6,31.4,1.59,7.3
12,6,2016,41,34.3,26,30.8,1.35,7.1
13,6,2016,41,34.9,27.8,30.2,1.12,6.6
14,6,2016,42.6,36.6,29.9,26.1,0.98,6.4
15,6,2016,43.4,36.6,29.6,25.1,1.42,7.4
16,6,2016,38.6,33.1,28.1,45.9,0.82,5.5
17,6,2016,38.7,32.9,26.7,46.1,1.24,6.2
18,6,2016,39.8,33.9,27.3,44.9,1.23,6.4
19,6,2016,40.5,34.4,27.2,45.2,1.49,6.9
20,6,2016,39.8,33.9,28.1,49,1.95,7
21,6,2016,38.4,33.2,28.1,52.9,1.26,5.9
22,6,2016,37.3,31.8,26.3,53.8,1.3,5.9
23,6,2016,38.5,32.5,26.3,48.1,1.24,6.2
24,6,2016,40,33.8,26.6,41.3,1.39,6.8
25,6,2016,41.1,35.1,27.7,38.7,1.12,6.6
26,6,2016,40.4,34.5,27.9,43.5,1.21,6.5
27,6,2016,39.9,34.6,29.1,44.3,1.04,6
28,6,2016,38,33.3,28.8,50.3,0.88,5.3
29,6,2016,40.5,33.9,26.8,48.5,1.1,6.4
30,6,2016,41.4,34.9,28.4,48.1,1.41,6.8
1,7,2016,41.4,35.1,29.4,45.2,1.22,6.5
2,7,2016,39.4,33.5,27.3,53.4,1.87,6.8
3,7,2016,34.1,30,26.8,68.4,1.83,4.9
4,7,2016,36.6,31.4,26.1,58.9,1.05,5.4
5,7,2016,37.9,33.2,27.1,48.8,1.2,5.8
6,7,2016,37.3,33.3,28,52.1,0.97,5.3
7,7,2016,37.7,33.5,29.2,49.6,0.82,5.1
8,7,2016,39.2,34.1,28.7,48.1,1.14,5.9
9,7,2016,37.5,32.8,27.4,53.4,1.06,5.5
10,7,2016,38,32,25.5,56,1.6,6.3
11,7,2016,37.7,33,26.9,53.6,1.05,5.6
12,7,2016,37.8,33,27.8,55.9,1.17,5.6
13,7,2016,34.6,30.4,27.8,67.1,0.98,4.4
14,7,2016,37.2,32.7,28.6,61,1.24,5.2
15,7,2016,35.6,31.7,27.1,63.4,1.11,4.9
16,7,2016,34.3,30.6,26.4,69.3,0.77,4.4
17,7,2016,32.4,29,26,78.3,1.45,4
18,7,2016,31.7,28.7,25.4,74.6,1.3,4
19,7,2016,33.1,29.2,24.8,67.6,1.05,4.5
20,7,2016,35.4,31.1,24.2,58.2,1.25,5.4
21,7,2016,35.6,32.2,27.7,56.4,0.88,4.7
22,7,2016,34.9,30.4,25.9,64.9,0.88,4.7
23,7,2016,35.6,30.6,25.1,60.2,1.09,5.2
24,7,2016,33.5,29.7,25.2,71.4,1.31,4.5
25,7,2016,34.5,30.2,26,70.5,1.02,4.5
26,7,2016,33.7,30.2,26.2,72.1,1.15,4.3
27,7,2016,31.6,28.8,25.6,79.4,1.77,3.9
28,7,2016,30.8,27.3,24.1,80.1,1.43,3.8
29,7,2016,32.5,28.6,24.4,74.6,0.76,4.1
30,7,2016,31.3,28.4,25.4,77.8,1.46,3.8
31,7,2016,32.1,28.8,24.7,73,0.98,4
1,8,2016,33.4,29.9,25.1,69.8,1.03,4.4
2,8,2016,32.5,28.9,25.3,73.1,1.16,4.1
3,8,2016,32.2,28.5,24.3,74.7,0.8,4
4,8,2016,33.8,29.9,25,70.7,1.07,4.4
5,8,2016,34.9,31.1,25.9,66.4,1.08,4.6
6,8,2016,34.8,30.2,25.8,72.5,1.57,4.7
7,8,2016,30.1,27,24.9,87.3,3.1,3.3
8,8,2016,31.8,28.2,25,81.4,1.71,3.8
9,8,2016,31.6,28,24.3,81.1,1.41,3.8
10,8,2016,31.8,27.8,24.6,82.6,1.78,3.9
11,8,2016,31.8,27.7,24,80.6,1.21,3.9
12,8,2016,32.3,28.3,23.7,74.7,0.98,4.1
13,8,2016,33.3,29.5,24.5,67,0.9,4.2
14,8,2016,33.2,29.3,24.5,67.8,0.8,4.1
15,8,2016,33.2,29.6,25.6,64.9,0.97,4.1
16,8,2016,34.4,30,25.2,56.9,0.89,4.4
17,8,2016,34.6,30,25.1,59.8,0.84,4.4
18,8,2016,34,29.9,26.3,57.3,0.95,4.2
19,8,2016,36.5,30.8,24,52.9,1.27,5.4
20,8,2016,36.5,30.4,24,58.6,1.25,5.2
21,8,2016,35.8,30.4,23.9,59.1,1.11,5
22,8,2016,36.4,31,25.9,52.5,0.96,4.8
23,8,2016,36.4,30.8,24.6,52.3,0.95,4.9
24,8,2016,36.6,30.5,25.2,55.2,1.07,4.9
25,8,2016,33.7,28.5,23.9,69.2,0.96,4.2
26,8,2016,35.4,30.2,25.1,61.2,0.5,4.1
27,8,2016,32.3,28.1,24.2,74.9,1.09,3.8
28,8,2016,30.5,26.7,23.3,79.4,1.06,3.4
29,8,2016,33.5,28.4,23.1,67.1,0.84,4.1
30,8,2016,31.9,27.8,23.5,70.1,1.05,3.8
31,8,2016,33.2,28.4,23.2,63,0.84,4
1,9,2016,32.5,27.3,23,63.3,1.14,4.1
2,9,2016,33.9,28.3,23.2,51.8,1.33,4.7
3,9,2016,35.6,29.6,22.9,48,1.17,4.9
4,9,2016,35.7,30.3,24.4,44.2,0.8,4.4
5,9,2016,35.5,29.8,23.1,48.2,1.08,4.7
6,9,2016,34.6,29.6,24,54.4,0.88,4.2
7,9,2016,34.5,29.5,23.5,57.1,0.76,4.1
8,9,2016,35.8,30.8,25,51.1,0.83,4.3
9,9,2016,36.3,30.8,24.6,50,1.02,4.6
10,9,2016,35.3,29.9,25.7,56.6,0.99,4.2
11,9,2016,34.3,29.8,24.6,57.4,0.9,4
12,9,2016,32.5,28.9,25.3,60.8,0.69,3.3
13,9,2016,33.6,28.5,23.4,61.4,0.93,3.9
14,9,2016,31.2,27.3,23.3,65.4,0.71,3.3
15,9,2016,33.5,28.2,22.5,56.1,0.85,3.9
16,9,2016,35.1,29.2,23.6,52.1,1.09,4.3
17,9,2016,35.2,28.9,21.9,52.5,1.1,4.4
18,9,2016,35.2,28.5,22,55.9,1.27,4.5
19,9,2016,35.1,28.9,23.2,52.1,1.23,4.4
20,9,2016,35.5,29.9,23.7,48.1,0.83,4
21,9,2016,34.5,29,23.2,57.4,1.06,4
22,9,2016,33.1,27.8,23,63.4,0.84,3.5
23,9,2016,32.1,27.3,22.2,61.4,0.93,3.5
24,9,2016,31.9,27.5,23.3,59.6,0.67,3.2
25,9,2016,33.3,27.7,22.8,58.4,1.01,3.7
26,9,2016,33.6,28,23,56.6,0.88,3.6
27,9,2016,33,28.1,22.4,55.6,0.73,3.4
28,9,2016,33.5,28.2,23.1,55.8,0.8,3.5
29,9,2016,33.2,27.5,22.3,59.2,1.04,3.6
30,9,2016,35,28.4,23.7,56.4,1.07,3.9
1,10,2016,34.3,28,22.1,56.1,1.12,3.9
2,10,2016,36,28.9,22.9,53.2,1.24,4.2
3,10,2016,35.3,28.7,23.8,54.9,1.15,3.9
4,10,2016,35.5,29.1,23.3,47.9,0.98,3.8
5,10,2016,33.5,27.3,22.1,57.1,1.1,3.6
6,10,2016,32.8,26.4,21.1,57.2,1.11,3.5
7,10,2016,33.1,26.3,20.7,52.8,1.41,3.9
8,10,2016,33.6,27.4,20.9,45.1,0.77,3.4
9,10,2016,33.4,26.5,21.7,45.3,1.16,3.7
10,10,2016,32.2,25.2,19.8,43.5,1.31,3.8
11,10,2016,32.9,25.1,18.8,39.6,1.41,4.1
12,10,2016,32.5,25.5,18.4,35.9,0.95,3.5
13,10,2016,32.4,25.1,18.7,35.4,1.22,3.8
14,10,2016,32.4,23.8,16.2,38.3,1.7,4.4
15,10,2016,32.7,25,18.5,32.4,1.49,4.2
16,10,2016,32.4,25.1,18.8,29.2,1,3.5
17,10,2016,31.2,23.1,16.7,35,1.5,4
18,10,2016,32.4,23.8,16.3,34.8,1.37,3.9
19,10,2016,30.5,23.3,15.8,35.3,1.1,3.4
20,10,2016,31.1,23.8,16.7,32.9,1.43,3.8
21,10,2016,31.5,22.9,15.9,38.3,1.84,4.3
22,10,2016,31,23.9,18.7,38.2,1.55,3.8
23,10,2016,30.6,22.1,16.4,38.9,1.66,3.9
24,10,2016,30.4,22.3,16.1,31.1,1.58,3.9
25,10,2016,31.1,22.1,15.6,31.2,1.59,4
26,10,2016,30.5,23,17.5,28.4,1.48,3.8
27,10,2016,30.7,22.6,15.4,26.9,1.43,3.7
28,10,2016,31.9,22.8,14.8,24.6,1.59,4.1
29,10,2016,29.8,22.5,14,23.8,1.23,3.3
30,10,2016,28.2,21.9,16.4,25.7,0.97,2.8
31,10,2016,29.5,21.5,16.4,27.1,1.36,3.4
1,11,2016,31,21.9,15.7,26.7,1.7,4
2,11,2016,29.5,21.4,15.5,27.3,1.08,3
3,11,2016,28.8,21.4,15.9,29.4,1.05,2.8
4,11,2016,28.4,20.8,16.3,37.8,1.12,2.8
5,11,2016,28.8,20.4,14.5,33.7,1.72,3.6
6,11,2016,28.8,19.8,13.4,26.5,1.38,3.3
7,11,2016,29,20,13.5,22.7,1.92,4.1
8,11,2016,30.7,20.8,13.1,17.9,1.84,4.2
9,11,2016,29.4,20.9,15.5,17,1.7,3.9
10,11,2016,30.3,21.1,14.4,17.3,1.42,3.5
11,11,2016,27.2,20.3,15.5,19,1.21,2.9
12,11,2016,27.6,18.9,13.8,23.1,1.87,3.8
13,11,2016,27,18.1,12.8,24.8,1.77,3.5
14,11,2016,26.9,18.3,13.1,21.9,1.46,3.2
15,11,2016,25.1,17,12.1,22.7,1.39,2.9
16,11,2016,26,17.4,10.7,20.6,1.65,3.3
17,11,2016,28.3,18,10.7,19.8,1.87,3.8
18,11,2016,28.9,19.6,13.8,17.9,1.83,3.9
19,11,2016,28.8,20.1,14.5,17.5,1.41,3.2
20,11,2016,27.2,18.7,12.9,20.8,1.61,3.3
21,11,2016,24.2,18.3,14.6,26.5,1.57,3
22,11,2016,26,18.8,14.5,24.9,1.41,2.9
23,11,2016,25.7,19.5,15.2,22.2,1.21,2.6
24,11,2016,25.7,18.7,13.6,23.1,1.45,2.9
25,11,2016,27.3,18.6,12.6,29,2.18,3.8
26,11,2016,28.3,19.7,14.4,31.4,1.43,2.9
27,11,2016,27.8,17.7,11.6,23.8,2.16,3.9
28,11,2016,28.3,18.1,11.1,11.8,2.06,4.1
29,11,2016,27.8,20,15.7,11.3,1.3,2.9
30,11,2016,25.1,18.7,14.9,29.3,1.97,3.3
1,12,2016,26.2,17.6,12.3,34.3,1.8,3.1
2,12,2016,27.9,17.5,10.6,19.6,1.96,3.7
3,12,2016,26,18.2,14.1,11.8,1.11,2.5
4,12,2016,26.5,18.8,14.2,11.8,1.33,2.8
5,12,2016,26.8,18.3,12.8,15.8,1.73,3.4
6,12,2016,27.3,18.8,14.3,20.1,1.6,3.2
7,12,2016,27.9,20,15.6,18.6,1.55,3.2
8,12,2016,26.4,18.3,12.8,22.2,1.22,2.5
9,12,2016,24.7,17.1,12.7,27.3,1.16,2.3
10,12,2016,24.1,16.1,10.2,33.2,2.41,3.5
11,12,2016,23.6,16.1,11.9,38.1,1.16,2.1
12,12,2016,21.8,15.8,11,39.9,1.14,1.9
13,12,2016,22,13.9,9.4,43.3,1.56,2.3
14,12,2016,23.5,14.7,9.7,30.3,1.63,2.7
15,12,2016,23.6,15.8,11,18.9,1.35,2.6
16,12,2016,23.3,15.7,11.3,19,1.23,2.4
17,12,2016,23,15.1,10.4,19.1,1.45,2.6
18,12,2016,22.7,15.1,9.9,21.6,1.74,2.9
19,12,2016,23.4,15.3,10.9,23.8,1.52,2.7
20,12,2016,25.4,15.4,9.6,26.4,2.13,3.5
21,12,2016,27.7,16.6,9.3,16.1,1.98,3.7
22,12,2016,25.9,18.4,14.5,13.8,1.57,3.1
23,12,2016,25.7,17.3,12.4,15.9,1.46,2.9
24,12,2016,23.3,15.4,10,18.2,1.68,3
25,12,2016,22.9,12.7,6.7,17.8,1.71,2.9
26,12,2016,23.4,13.7,7,12.3,2.08,3.5
27,12,2016,24.4,16.9,12,9.9,1.14,2.4
28,12,2016,25.2,17.6,12.4,12.1,1.5,3
29,12,2016,25.8,18.4,13.8,17.6,1.24,2.6
30,12,2016,22.4,14.7,10.1,26.9,1.22,2.2
31,12,2016,22.4,16,11.2,25.4,1.24,2.3
1,1,2017,22.3,15.2,10.7,27.8,1.07,2.1
2,1,2017,21.7,14.6,10.3,23.4,1.48,2.6
3,1,2017,18,13.2,9.6,47.7,1.59,2
4,1,2017,17.4,12.6,9.6,73.3,1.63,1.4
5,1,2017,19.4,13,8.3,65.5,1.44,1.6
6,1,2017,11.6,9.8,8.2,88.1,1.51,0.8
7,1,2017,14.9,10.4,7.7,69,0.95,1.2
8,1,2017,15,8.3,3.1,53.1,1.27,1.5
9,1,2017,14.6,6.1,0.6,45.3,1.81,1.9
10,1,2017,16,6.9,1.1,40.1,1.8,2.1
11,1,2017,16.2,7.4,0.1,35.8,1.98,2.4
12,1,2017,15.9,7.4,0.9,37.3,1.46,2
13,1,2017,15.5,7.1,1.2,41.4,1.41,1.9
14,1,2017,10.6,6,3.1,55.6,1.78,1.5
15,1,2017,16.3,9.1,4.7,68,1.34,1.5
16,1,2017,11.9,7.8,4.6,80.4,1.05,1
17,1,2017,12.8,8.1,4.7,69,1.08,1.2
18,1,2017,11.1,7.4,3.9,85.6,1.7,1
19,1,2017,16.2,8.1,3.2,68.9,1.69,1.6
20,1,2017,20.4,10,1.4,43.6,1.68,2.5
21,1,2017,19.3,11.6,6.2,42,1.17,2
22,1,2017,19.1,12.2,5.6,47.8,1.59,2.2
23,1,2017,17.9,11.3,6.1,59.3,1.51,1.9
24,1,2017,14.5,10.7,8.1,83.7,1.3,1.1
25,1,2017,12.5,10,8.6,90.4,2.27,0.9
26,1,2017,12,10.5,9.4,93.2,2,0.8
27,1,2017,17.1,10.9,6.8,76,1.97,1.6
28,1,2017,18.3,11.9,7.5,65.1,1.12,1.7
29,1,2017,19.6,12.6,9.4,66.1,1.74,2
30,1,2017,18.4,12,8.4,70.6,1.56,1.8
31,1,2017,18.8,11.9,7.3,69.6,1.69,1.9
1,2,2017,20.5,12.4,6.5,56.9,1.53,2.2
2,2,2017,18.3,12.4,8.8,57.7,0.98,1.7
3,2,2017,16.5,12.7,10,54.2,0.62,1.4
4,2,2017,19.7,13.2,7.7,62.6,3.27,2.8
5,2,2017,16.7,12.1,7.9,74.1,2.77,1.9
6,2,2017,18.3,11,5.8,71.3,1.14,1.7
7,2,2017,18.5,11.8,6.8,60.4,1.12,1.9
8,2,2017,19.1,13.5,9.6,53.9,1.32,2.1
9,2,2017,19.1,11.9,6.4,59.1,1.73,2.3
10,2,2017,20.2,11.4,4.4,51.9,1.74,2.6
11,2,2017,21.3,13.3,6.7,45.8,1.35,2.6
12,2,2017,21.5,13.2,6.5,47.3,1.42,2.6
13,2,2017,22,13.4,6.2,51.5,1.99,3
14,2,2017,19.9,13.8,6.8,47.4,1.36,2.5
15,2,2017,24.1,16.3,12.5,54.4,1.61,2.8
16,2,2017,23.7,16.8,11.7,64.8,1.58,2.6
17,2,2017,24,17.6,13.7,62.4,1.55,2.6
18,2,2017,22,16.3,13,71.6,1.52,2.2
19,2,2017,21.2,16.8,12.8,75.1,1.68,2.1
20,2,2017,22.9,15.9,10.8,56.5,1.61,2.8
21,2,2017,22,14.7,9.3,40.1,1.51,3
22,2,2017,21.4,13.5,7.9,41.3,1.91,3.3
23,2,2017,22.1,13.7,6.7,41.4,2.05,3.5
24,2,2017,22.8,13.4,6,44.2,1.91,3.4
25,2,2017,22.8,15.2,8.6,46.3,2.15,3.5
26,2,2017,25.6,16.8,10.9,40.9,1.7,3.6
27,2,2017,25.3,17.4,10.9,38.4,1.62,3.6
28,2,2017,23.7,17.6,12.1,41.4,1.18,3
1,3,2017,21,15.1,10.8,62.9,1.32,2.5
2,3,2017,20.6,14.2,9.1,62.1,1.58,2.7
3,3,2017,21.2,13.8,7.7,53.7,1.79,3.1
4,3,2017,21.7,13.4,7.2,50.2,1.97,3.4
5,3,2017,22.3,14.7,7,46.8,2.02,3.6
6,3,2017,22.7,16.3,9.4,50.2,1.71,3.3
7,3,2017,20.2,15.9,12.5,60.3,0.99,2.3
8,3,2017,17.6,13.5,10.1,74.1,1.18,2
9,3,2017,17.2,12.8,8.7,77.9,1.32,2
10,3,2017,15.7,12.2,8.1,66.3,0.95,2
11,3,2017,18.1,13.6,8.4,49.9,0.98,2.5
12,3,2017,19.1,12.5,6.7,48.8,1.55,3
13,3,2017,20.3,14.1,10,43,1.62,3.2
14,3,2017,21.8,14.6,8.9,47.4,1.43,3.3
15,3,2017,18.6,12.8,8.8,62.2,1.51,2.6
16,3,2017,22.7,15.9,9.4,60,0.73,2.8
17,3,2017,23,16.6,9.7,57.6,1.48,3.3
18,3,2017,25.1,17.4,10.2,52.4,1.73,3.8
19,3,2017,25.9,19.1,12.6,45.8,1.73,4
20,3,2017,26.9,19.5,12,49.1,1.7,4.1
21,3,2017,28.8,20.8,15.2,50.6,1.76,4.3
22,3,2017,25.8,19.2,14.9,66.8,2.3,3.7
23,3,2017,28.2,20.1,14.1,58.9,1.57,4
24,3,2017,30,21.4,14.2,48.1,1.42,4.4
25,3,2017,30.1,22.1,15.8,46.8,1.93,4.9
26,3,2017,31.7,23,14.1,49,1.93,5.2
27,3,2017,33.3,25.9,20.6,45.9,1.61,4.9
28,3,2017,31.4,25,20.3,49.9,1.82,4.7
29,3,2017,32.4,24.7,18.4,50.2,1.87,5.1
30,3,2017,34.1,25.8,17.9,43.3,1.75,5.5
31,3,2017,34.7,25.9,18.7,48,1.8,5.5
1,4,2017,33,25,18.7,41.7,1.89,5.5
2,4,2017,33.4,24.8,16.1,41.3,1.86,5.7
3,4,2017,33.8,25.6,17,38.1,1.66,5.6
4,4,2017,29.9,23.6,17.6,47.4,2.18,5.1
5,4,2017,25,20.1,15.7,66.5,2.27,3.8
6,4,2017,24.4,18.4,13.5,65.1,2.12,3.8
7,4,2017,24.3,17.7,12,57.3,1.77,4
8,4,2017,25.2,16.9,9.7,45.5,2.3,4.9
9,4,2017,26.9,18,9.1,39.4,2.48,5.6
10,4,2017,29.4,20.4,12,39.2,2.28,5.8
11,4,2017,32.4,23.2,14.6,39.2,2.11,6.1
12,4,2017,34.4,25.2,16.3,36.6,2.22,6.7
13,4,2017,35.1,26.9,18.8,35.3,1.59,6
14,4,2017,35.7,26.8,18.1,38.6,1.62,6.1
15,4,2017,36.5,26.8,17.4,36.1,2.14,7
16,4,2017,39.3,29.5,20.1,31.6,1.7,7
17,4,2017,38.7,30.3,20.6,32.8,1.35,6.3
18,4,2017,40,32.1,23.5,30.3,1.42,6.5
19,4,2017,39.4,32.1,25.3,30.2,1.25,6
20,4,2017,39.7,30.8,23.4,38.4,2.47,7.8
21,4,2017,36.9,29.3,24,43.8,2.68,7.1
22,4,2017,32.1,25.3,20.5,51,2.5,5.8
23,4,2017,30.4,24,18.6,56.4,1.88,5
24,4,2017,30.3,23.5,18,53.1,1.95,5.2
25,4,2017,33.3,25.1,16.4,43.1,2.02,6.3
26,4,2017,33.9,26.7,19.5,39.4,1.18,5.4
27,4,2017,34.5,27.4,22.1,39.8,1.36,5.5
28,4,2017,34.5,27.3,19.7,41.3,1.56,6
29,4,2017,32.3,25.1,18.6,54.2,2.9,6.3
30,4,2017,32.9,25.6,17.8,41,1.37,5.6
1,5,2017,34.4,26.9,19.1,29.8,1.41,6
2,5,2017,32.6,25.3,18.7,38.1,1.74,6
3,5,2017,33.6,26.1,21.1,48.8,1.62,5.6
4,5,2017,33.8,26.6,18.2,45.8,1.77,6.1
5,5,2017,36.3,29,20.1,34.2,2.05,7.1
6,5,2017,38,30.2,22.1,36.2,1.73,6.9
7,5,2017,38.1,30.8,23.9,35.9,1.97,7.1
8,5,2017,40,31.1,21.9,38.1,1.58,7.2
9,5,2017,40.3,32.3,25.2,34.6,1.44,6.8
10,5,2017,38.5,31,23.5,35.4,1.59,6.8
11,5,2017,37.3,30.6,25.1,38,1.54,6.3
12,5,2017,39.5,31.6,24,35.5,1.31,6.6
13,5,2017,40,32.7,25,31.3,1.12,6.4
14,5,2017,40,32.6,25,32.1,1.48,6.9
15,5,2017,40.4,32.8,25.4,30.9,2.35,8.3
16,5,2017,37.1,30.7,25.4,34.6,1.37,6.1
17,5,2017,35.7,30.4,25,35,1.37,5.9
18,5,2017,38.6,31.7,23.5,32.2,1.56,6.9
19,5,2017,40.2,33.4,25.9,26.6,1.43,6.9
20,5,2017,40.3,33.5,26,27.6,1.48,7
