  Day,Month,Year,Tmax,Tmean,Tmin,RH,WS,ETo
10,12,2018,23.3,15.7,11.4,44.7,1.98,3.3
11,12,2018,22.1,13.8,7.9,66.6,1.21,2.3
12,12,2018,20.4,13.1,7.6,60.7,1.36,2.4
13,12,2018,19.8,12.4,7,66.8,1.39,2.2
14,12,2018,20.8,12.3,5.9,48.7,1.7,2.8
15,12,2018,21.6,12.5,5.2,44.5,1.45,2.8
16,12,2018,21.9,12.6,5.1,36.5,1.28,2.8
17,12,2018,22.6,13.2,6.5,30.4,1.45,3.1
18,12,2018,23.8,14.3,7.2,27.1,1.32,3.1
19,12,2018,23.6,14.8,8.6,20.3,1.34,3.2
20,12,2018,22.7,14.1,7,18.2,0.84,2.5
21,12,2018,22.8,13.8,5.8,24.9,1.09,2.8
22,12,2018,22.6,13.4,6,28.2,1.03,2.7
23,12,2018,20.3,12,4.9,26.4,1.17,2.7
24,12,2018,19.7,10.6,3.4,37.5,1.55,2.9
25,12,2018,21,11.3,5,38,1.48,2.9
26,12,2018,15.3,9.7,3.6,41.8,1.3,2.2
27,12,2018,19.8,10.5,4.4,36,1.28,2.7
28,12,2018,19.5,9.9,3,37,1.29,2.6
29,12,2018,20.1,12,6,30.9,0.99,2.5
30,12,2018,20.5,12.6,5.2,29.6,1.04,2.6
31,12,2018,19.1,11.3,6.6,30.2,1.26,2.7
1,1,2019,13.8,10,6.6,41.9,1.27,2.1
2,1,2019,20.4,11.5,4.8,61.8,1.27,2.4
3,1,2019,20.2,12.5,5.3,58.1,1.34,2.4
4,1,2019,20.6,13.1,6.7,42.7,0.73,2.2
5,1,2019,19.3,12.2,7.4,46.5,1.52,2.6
6,1,2019,19.4,11.4,4.9,63.1,1.57,2.4
7,1,2019,19.1,11.7,4.8,58.8,0.77,2
8,1,2019,20.5,12.9,7.3,41.6,1.2,2.6
9,1,2019,22.6,13,5.3,44.3,1.73,3.2
10,1,2019,21.4,12.7,6.6,40.3,1.38,2.9
11,1,2019,20.2,12.4,6.7,51.4,1.89,2.9
12,1,2019,21.1,12.6,7.3,50.8,1.3,2.6
13,1,2019,19.4,10.9,5.1,57.6,1.53,2.5
14,1,2019,20.7,9.6,1.8,42.4,2.11,3.4
15,1,2019,21.7,12.1,3.6,23.6,1.16,3
16,1,2019,20.8,13.3,8.3,27.2,1.17,2.8
17,1,2019,22.4,12.7,4.3,32.2,1.52,3.3
18,1,2019,17.4,10.1,4.5,46.3,1.18,2.4
19,1,2019,19.2,12.4,6.5,59.1,1.53,2.5
20,1,2019,13.9,11.3,8.9,76.2,1.41,1.6
21,1,2019,13.3,10.4,8.7,93.6,1.59,1.2
22,1,2019,17.2,11.5,7,75.1,0.98,1.9
23,1,2019,17.2,9.6,5.2,75,1.17,2
24,1,2019,17.6,9.6,3.1,63.4,1.23,2.3
25,1,2019,18.5,10.8,2.6,53.6,1.12,2.4
26,1,2019,17.4,10.2,3.9,44.5,1.07,2.4
27,1,2019,18.5,9.6,2.6,42.6,1.86,3.1
28,1,2019,20.5,9.9,2,36.5,1.51,3.2
29,1,2019,20.9,11.8,1.8,33.5,1.16,3
30,1,2019,19.4,13.4,9.6,49.6,1.91,3
31,1,2019,13.7,10.1,6.4,88.1,2.15,1.5
1,2,2019,17.9,10.4,5.9,74.1,1.55,2.2
2,2,2019,21.1,11.5,4,60.8,1.61,3
3,2,2019,22.7,13.4,4.2,46.9,1.41,3.3
4,2,2019,23.6,14.9,6.2,42.8,1.12,3.2
5,2,2019,24.5,17.5,11.3,35.1,0.8,2.9
6,2,2019,21.5,14.3,9.1,59.8,1.53,2.9
7,2,2019,15.4,11.7,9.2,79.4,1.74,1.8
8,2,2019,19.2,11.6,6.4,61.9,2.44,3
9,2,2019,20.7,11.3,2.6,56.1,1.55,3.1
10,2,2019,20.1,13.2,8,38.8,1.1,2.9
11,2,2019,22,13.9,5.8,40.8,1.09,3.1
12,2,2019,22.2,14.8,9.7,45.6,1.03,2.9
13,2,2019,25.5,17.4,11.1,41.4,0.89,3.2
14,2,2019,21,14.5,10.2,61.3,2.15,3.1
15,2,2019,22,13.6,6.9,65.6,1.88,3.2
16,2,2019,23.3,14.2,5.8,48.3,1.5,3.6
17,2,2019,21.6,14.4,8.6,40.8,1.14,3.1
18,2,2019,23.1,13.5,7.6,57.6,2.26,3.7
19,2,2019,22.1,14,6.4,60.3,0.91,2.9
20,2,2019,17.7,12.5,8.3,81,2.24,2.3
21,2,2019,22.3,15.4,11.3,66.9,1.52,3
22,2,2019,22.4,14.2,6.8,48.6,1.23,3.3
23,2,2019,23.3,14,5.5,41.9,1.66,3.9
24,2,2019,23.4,15.7,8.2,36.1,0.8,3.2
25,2,2019,23.3,15.1,7.3,38.6,1.16,3.5
26,2,2019,21.4,13.8,8.3,49.7,1.13,3.1
27,2,2019,21.1,13.2,5.4,52.5,1.52,3.4
28,2,2019,22.8,15.1,5.9,36.4,0.87,3.3
1,3,2019,24.3,14.9,8.1,42.4,1.75,4.2
2,3,2019,19.5,13.3,9.7,74,2.74,2.9
3,3,2019,21.2,14.8,9.4,72.8,0.91,2.8
4,3,2019,23.5,15.2,8,61.6,1.52,3.6
5,3,2019,25.8,17.6,8.7,45.1,1,3.8
6,3,2019,25.9,18.6,11.1,34.9,1.07,3.9
7,3,2019,26.9,18,10,37.3,1.92,4.9
8,3,2019,21.3,15.3,10.5,57.9,1.05,3
9,3,2019,26.5,17.1,8.7,49.8,1.48,4.3
10,3,2019,27.1,17.9,9.4,35.8,1.39,4.5
11,3,2019,22.4,15.9,10.6,59.1,2,3.7
12,3,2019,24.5,15.9,8.6,63.4,1.6,3.8
13,3,2019,25.2,17.6,10.1,50.5,1.42,4
14,3,2019,25,17.6,11.8,53.4,1.52,3.9
15,3,2019,26.4,17.1,8.3,57,1.59,4.3
16,3,2019,26.5,18.1,10.3,46.3,1.45,4.4
17,3,2019,29.8,21,11.7,35.3,1.29,4.9
18,3,2019,30.2,20.9,12.8,38.2,1.15,4.7
19,3,2019,28.9,20.9,14.9,49.3,1.8,4.8
20,3,2019,27.4,19.3,12.9,58.8,2.05,4.6
21,3,2019,29.4,20.1,11.9,49.3,1.89,5.2
22,3,2019,30.7,21.4,12.4,36.7,1.66,5.5
23,3,2019,26.5,20,16.4,55.9,1.67,4.1
24,3,2019,27.6,20.6,14.4,53.6,1.46,4.3
25,3,2019,31.2,22.5,13.7,38.4,1.84,5.7
26,3,2019,34.4,24.3,14.3,37.4,1.59,6
27,3,2019,35.8,26.9,17.7,29.8,1.05,5.4
28,3,2019,36.9,28.3,20.9,31.9,1.18,5.6
29,3,2019,37.5,28.5,20.5,36.1,1.73,6.5
30,3,2019,35.2,25.9,18.7,33.6,2.24,6.9
31,3,2019,34.7,24.4,14.5,29.6,2.25,7.1
1,4,2019,37,26.5,16.1,22.9,1.72,6.9
2,4,2019,38.3,28.8,20.2,19.3,0.84,5.3
3,4,2019,39.8,30.2,20.9,23.6,1.47,6.7
4,4,2019,41.3,31.9,21.6,21.4,1.77,7.5
5,4,2019,40.3,32.1,24.2,30.4,1.91,7.3
6,4,2019,40.5,32.1,25.7,25.9,1.34,6.4
7,4,2019,41.3,31.3,21.6,29.8,1.26,6.7
8,4,2019,38.2,30.6,23.8,25.6,1.34,6.1
9,4,2019,40,30.7,21.2,27.8,1.45,6.8
10,4,2019,38.7,30,22.8,30.1,1.84,7
11,4,2019,38.7,29.9,20.9,26.6,2.19,7.8
12,4,2019,37.4,29.5,21.8,40.3,1.77,6.6
13,4,2019,35.5,28.7,22,47.1,2.09,6.3
14,4,2019,35.4,28.7,22.3,46.3,1.89,6.1
15,4,2019,36.8,29.4,22.8,39.4,2.49,7.2
16,4,2019,28.2,22.6,18.6,70.3,2.8,4.5
17,4,2019,21.4,19.8,17.9,84.3,1.12,2.3
18,4,2019,28.9,22.6,15.4,58.9,0.93,4.4
19,4,2019,33.2,25.8,17.4,41.4,0.82,5
20,4,2019,36.1,28.6,21.6,35.9,0.68,5
21,4,2019,38.4,30.7,22.3,34.1,1.21,6.2
22,4,2019,40.2,31.9,22.8,34.4,1.26,6.6
23,4,2019,42.8,32.8,23.6,34.1,1.78,7.9
24,4,2019,40.4,31.1,24.3,37.6,2.4,8.1
25,4,2019,40.1,30.6,22.4,43.3,2.23,7.8
26,4,2019,39.7,30.9,22.6,37.8,1.44,6.8
27,4,2019,39.8,31.7,24.7,27,2.08,7.8
28,4,2019,41,31.2,22.6,22.9,1.65,7.5
29,4,2019,40.3,30.8,21.2,22.5,1.14,6.6
30,4,2019,37.2,29.5,22.4,29.9,4.02,9.7
1,5,2019,39.5,30.5,21,30.3,2.01,7.8
2,5,2019,39.1,29.8,21.3,29.4,2.63,8.6
3,5,2019,38.8,29.7,20.5,30.8,1.69,7.3
4,5,2019,40.1,31.1,20.6,25,2.03,8.1
5,5,2019,42.7,32.2,21.9,20,2.18,9
6,5,2019,42.6,32.9,22.5,20.4,1.19,7
7,5,2019,42.9,33.3,23,16.1,1.65,8
8,5,2019,44.3,34.7,24.6,17.1,1.67,8.2
9,5,2019,43.6,34.9,26.4,18.9,1.52,7.6
10,5,2019,43,34.7,27.2,20.1,2.16,8.6
11,5,2019,41,33.5,27.2,27.6,1.81,7.5
12,5,2019,40.8,34.1,26.6,29.5,0.97,6.1
13,5,2019,40.7,33.8,27.5,27.6,1.82,7.4
14,5,2019,39.3,32.4,25.1,31.6,1.13,6.2
15,5,2019,37.9,31.9,26.2,39.5,1.62,6.4
16,5,2019,30,27.3,24.6,49.4,1.35,4.3
17,5,2019,36.4,30.2,24.1,41.3,1.6,6.2
18,5,2019,37.8,30.8,23.6,38.5,1.56,6.6
19,5,2019,40.3,33,24.9,27.4,1.61,7.2
20,5,2019,39.6,32.7,25.8,28.7,1.8,7.3
21,5,2019,42.1,34.2,26.6,25.2,1.51,7.3
22,5,2019,42.7,35.4,27,24.5,1.77,7.9
23,5,2019,42.3,34.7,28.1,32.5,2.3,8.4
24,5,2019,35.3,31,26.8,40.3,1.66,5.8
25,5,2019,37.6,31,23.9,39.5,2.02,7.1
26,5,2019,40.9,33.5,25.3,27.1,1.52,7.2
27,5,2019,42.4,34.8,25.9,21.3,1.81,8
28,5,2019,44.5,35.9,24.7,18.9,1.45,7.9
29,5,2019,46.7,38.8,29.4,15.4,1.22,7.3
30,5,2019,46.9,38.7,28.7,14.6,1.25,7.5
31,5,2019,47.8,38.6,27.6,12.9,1.37,8
1,6,2019,48.2,39.4,29.8,10.7,1.25,7.5
2,6,2019,48.6,40,31.1,11.8,2.26,9.9
3,6,2019,48.8,40.7,32,10.2,2.17,9.6
4,6,2019,46.4,38.6,29.9,10.2,1.3,7.3
5,6,2019,45.6,37.5,28.4,14.9,2.42,9.8
6,6,2019,44,37,29.4,16.3,2.95,10.3
7,6,2019,45.1,38.4,30.5,13.1,1.34,7.2
8,6,2019,46.3,38.7,31,12.8,1.89,8.6
9,6,2019,48,39.5,31.5,12.6,2.05,9.3
10,6,2019,48.9,40.3,32.2,11.3,2.38,10.1
11,6,2019,47.3,40.1,32.7,13.7,4.62,14.1
12,6,2019,44.3,37,29.8,17.9,3,10.4
13,6,2019,44.9,36.4,26,11,1.68,8.3
14,6,2019,45.8,37.6,28.6,13.2,1.81,8.5
15,6,2019,46.4,39.3,32,22.4,3.19,10.9
16,6,2019,42.9,37.6,31.8,28,1.98,7.8
17,6,2019,44.5,38.1,30.8,26.7,3.15,10.2
18,6,2019,39.6,35,30.2,34.8,3.04,8.4
19,6,2019,41,35.2,29.4,38.6,1.88,7.2
20,6,2019,42.9,36.7,29.8,28.8,2.13,8.2
21,6,2019,40.1,33.1,25.4,42.7,2.48,8
22,6,2019,42.8,37,31.3,32.7,1.27,6.6
23,6,2019,42.5,37.3,32.7,28.3,1.56,6.9
24,6,2019,38.5,34.2,30.2,40.1,1.73,6.2
25,6,2019,41.9,35.4,28.3,41.4,0.97,6.2
26,6,2019,44.1,37.4,30.2,31.9,1.82,7.9
27,6,2019,44,37.7,31.9,32.1,2.81,9.2
28,6,2019,45.5,38.6,31.2,30.3,2.17,8.8
29,6,2019,45.7,38.9,31.2,28.4,2.06,8.7
30,6,2019,45.3,38.9,32.1,26.3,2.25,8.9
1,7,2019,46,39.2,31.7,25.1,1.59,7.9
2,7,2019,45.6,39.9,33.4,26.7,1.69,7.8
3,7,2019,46.9,40.4,32.9,23.6,1.61,8
4,7,2019,47.7,41,33.7,21.7,2.19,9.3
5,7,2019,44.4,38.7,32.1,27.8,1.52,7.3
6,7,2019,44.8,39.3,33.5,32.1,1.19,6.6
7,7,2019,44.5,39.3,34.2,29.3,0.74,5.6
8,7,2019,45.8,40,33.4,26.5,1.09,6.7
9,7,2019,44.9,40,35.2,28.2,2.91,9.4
10,7,2019,45.2,40,34.4,28.8,1.83,7.8
11,7,2019,43.4,37.7,31.6,38.4,2.14,7.9
12,7,2019,43.2,37.5,32.1,40.9,1.87,7.3
13,7,2019,41.8,36.9,32.8,42.4,2.93,8.1
14,7,2019,40.5,35.6,31,45.8,3.03,7.9
15,7,2019,40.9,34.7,30.1,50.9,2.38,7.2
16,7,2019,37.9,33.1,28.9,58.8,2.28,6.1
17,7,2019,35.6,31.3,27,66.5,2.16,5.4
18,7,2019,37.9,33.3,28.4,55.6,2.43,6.4
19,7,2019,37.9,33.6,29.3,53.9,2.22,6.2
20,7,2019,39.5,34.3,29,49.8,1.52,6.1
21,7,2019,39.6,34.6,29.4,48.8,2.08,6.7
22,7,2019,40.9,35.4,30,46.7,1.68,6.6
23,7,2019,42.1,36.6,31,42.3,1.13,6.1
24,7,2019,43.5,37.3,30.9,39,1.69,7.3
25,7,2019,38.5,34.1,29.3,56.7,2.42,6.4
26,7,2019,35.2,31.3,27.8,70.8,2.38,5
27,7,2019,34.4,30.9,28.1,69.2,2.6,4.9
28,7,2019,35,31.1,27.3,70.8,2.41,5
29,7,2019,33.2,30.3,27.7,76,2.74,4.3
30,7,2019,40,34,27.8,59.5,2.28,6.7
31,7,2019,39.2,34.6,30.2,51.9,2.49,6.7
1,8,2019,35,31.2,28.5,72.4,2.72,4.9
2,8,2019,35.8,31.8,27.8,70.5,1.95,5
3,8,2019,38.4,33,27.8,61.4,2.27,6.2
4,8,2019,39.7,33.8,28.3,54.4,1.4,6
5,8,2019,41,35.1,28.6,50.7,1.51,6.4
6,8,2019,41.8,36,30.2,49.6,1.8,6.8
7,8,2019,40.7,34.8,29.5,52.5,2.92,7.5
8,8,2019,39.2,33.9,29.4,55.9,2.14,6.3
9,8,2019,37.9,33.7,29.5,55.3,1.95,5.8
10,8,2019,36.3,32.3,27.9,61.6,2.47,5.7
11,8,2019,37.9,33.1,28.2,60.6,2.04,5.8
12,8,2019,38.8,34.5,29.8,54.3,1.77,5.8
13,8,2019,40.9,35.5,30.1,47.8,2.8,7.6
14,8,2019,41.4,35.4,29.6,45.4,2.38,7.5
15,8,2019,40.6,35.1,29.5,51.1,2.33,7
16,8,2019,40,34.9,30.3,49.8,3.17,7.6
17,8,2019,38.2,32.4,27,57,3,6.9
18,8,2019,37.5,31.7,25.5,57.9,1.73,5.9
19,8,2019,38,32.5,27.2,55.4,2.38,6.4
20,8,2019,39.6,33.6,27.3,48.8,1.41,6
21,8,2019,41.4,33.9,26.8,45.9,2.09,7.3
22,8,2019,40.5,33.7,27.2,43.8,2.44,7.5
23,8,2019,40.4,33.8,27.2,47.4,2.01,6.9
24,8,2019,42,34.9,27.8,42.8,1.55,6.8
25,8,2019,42.5,35.1,27.9,42.8,1.91,7.3
26,8,2019,39.3,33.5,29,53.1,2.87,7
27,8,2019,39.6,34.2,28.7,50.4,1.41,5.8
28,8,2019,41.4,35.7,30,45.1,1.31,6
29,8,2019,41.3,36,30.9,45.4,1.89,6.6
30,8,2019,41.9,35.8,30.1,44.9,1.75,6.6
31,8,2019,40.6,35.6,30.6,44.6,1.48,5.9
1,9,2019,41.4,35.7,30.1,45.4,1.24,5.8
2,9,2019,41,35.4,30.4,46.1,1.14,5.6
3,9,2019,41.8,36,30,42.4,1.12,5.8
4,9,2019,42.5,36.4,30.2,40,1.15,5.9
5,9,2019,41.6,35.4,29.4,47.6,2.45,7.3
6,9,2019,41.5,35.7,30.7,47.7,2.2,6.8
7,9,2019,41.8,35.6,30,44.4,2.6,7.5
8,9,2019,40.4,35.6,30.3,45.3,1.45,5.8
9,9,2019,42.6,36.4,29.7,38.3,1.01,5.7
10,9,2019,42.4,35.6,28.8,38.1,1.23,6.1
11,9,2019,43.1,36,29,35.3,1.6,6.8
12,9,2019,44,35.8,28.5,33.8,2.71,8.7
13,9,2019,42.4,35.8,29.1,38.8,3.46,9
14,9,2019,42.9,36,30.3,38.3,2.7,8.1
15,9,2019,41.5,35.4,30,38,2.3,7.2
16,9,2019,41.4,34.7,29.2,37.8,2.35,7.3
17,9,2019,41.6,34.1,27.1,41.7,2.34,7.4
18,9,2019,41.1,34.2,27.7,39.4,2.07,6.9
19,9,2019,39.4,33,27.1,43.8,3.23,7.7
20,9,2019,38.9,32.2,26.8,49.6,2.81,6.9
21,9,2019,37.9,31.8,25.9,46.5,1.58,5.6
22,9,2019,39.4,32.8,26.3,40.9,1.45,5.8
23,9,2019,38.9,32.7,27.2,43.9,1.95,6.1
24,9,2019,38.8,33.1,27.7,42.9,1.88,6
25,9,2019,39,33.4,27.9,40.9,1.55,5.6
26,9,2019,38.3,33.1,28.3,41.8,1.43,5.3
27,9,2019,38.3,32.4,27,44.9,1.32,5.2
28,9,2019,35.7,30.1,26.1,57.6,2.07,5.1
29,9,2019,28.7,26.3,24.5,75.6,2.09,3.1
30,9,2019,33.8,27.9,22.6,64.7,1.16,4.2
1,10,2019,32.8,27.8,23.5,60.6,1.38,4.1
2,10,2019,33.6,28.2,22.9,57,0.95,4
3,10,2019,31.7,27.3,24.4,61,1.09,3.6
4,10,2019,27.2,24.3,22,75,0.93,2.7
5,10,2019,27.8,24.3,20.6,67.2,0.97,3.1
6,10,2019,28.6,24,20.1,62.6,1.05,3.4
7,10,2019,31.7,25.2,19.8,55.3,1.1,4
8,10,2019,34.6,27.1,19,42.8,1.12,4.7
9,10,2019,35.3,27.8,22.3,39.8,0.98,4.4
10,10,2019,34.7,27.5,20,43.8,0.92,4.3
11,10,2019,34.7,28.3,21.7,38,0.75,4
12,10,2019,35,28,21.3,43.9,0.8,4.1
13,10,2019,35.4,28.1,20.9,44.2,0.91,4.3
14,10,2019,36.3,28.5,20.8,39.6,1.1,4.7
15,10,2019,35.5,27.1,19.6,43.5,1.09,4.6
16,10,2019,35.4,26.8,19.5,45.3,1.38,4.9
17,10,2019,33.8,26.1,19.7,48.4,2.09,5.2
18,10,2019,32,24.5,19.2,58.2,2.12,4.6
19,10,2019,31.3,24,18.5,55.3,1.35,4
20,10,2019,30.1,23.6,16.7,48.8,1.33,4
21,10,2019,32.8,25.9,19,38.3,0.78,3.7
22,10,2019,33.5,25.7,18.2,36.6,1.14,4.3
23,10,2019,33.9,25.3,17.2,33.5,1.77,5.3
24,10,2019,32.8,24.1,16.8,37.3,1.48,4.7
25,10,2019,32.7,24.8,16.5,38.4,1.28,4.4
26,10,2019,33,26,18.4,34.9,0.62,3.4
27,10,2019,32.6,25.8,19.2,35.8,1.23,4.2
28,10,2019,33.3,26.3,19.7,33.5,0.97,3.9
29,10,2019,33.8,25.6,20.1,33.1,1.2,4.3
30,10,2019,33.7,26.1,19.8,41.8,1.14,4.1
31,10,2019,33.4,25.6,18.6,41.5,1.12,4
1,11,2019,29.6,23.6,19.1,45.2,1.41,3.8
2,11,2019,31.4,23.8,17.4,50.4,1.2,3.8
3,11,2019,29.1,23.1,18.7,57.6,1.62,3.6
4,11,2019,31.7,24.3,18.2,49.1,0.81,3.4
5,11,2019,32.4,24.4,17.9,39.6,1.45,4.3
6,11,2019,29.1,21.4,15.8,47.4,2.26,4.4
7,11,2019,27.8,19.8,14,62.3,1.3,3.2
8,11,2019,25.9,18.6,13.2,67.4,2.06,3.3
9,11,2019,26.9,19,11.2,47.9,1.07,3.2
10,11,2019,27.5,20.9,14.6,33.3,0.59,2.7
11,11,2019,25.5,20,15.8,36.7,0.83,2.8
12,11,2019,27.8,21.6,15.8,36.8,0.74,2.9
13,11,2019,28.6,21.8,17.4,40.4,1.98,4.2
14,11,2019,22.7,18.9,16.7,67,2.38,2.8
15,11,2019,23.8,18.6,14.7,70.9,0.9,2.3
16,11,2019,25.1,19.3,15.5,64.3,0.98,2.5
17,11,2019,27,19.3,14,58.3,1.92,3.5
18,11,2019,28.5,19.6,13.2,48.9,1.55,3.6
19,11,2019,28.3,20.4,13.9,34.8,0.88,3.1
20,11,2019,27.2,20.4,14.4,33.6,0.7,2.7
21,11,2019,20.9,16.8,13.9,46,1.15,2.5
22,11,2019,20.3,15.7,13.1,66.3,1.23,2.1
23,11,2019,24.6,17.6,12,65.4,1.41,2.7
24,11,2019,24.9,18.3,12.7,51.6,1.34,2.9
25,11,2019,25.6,18.4,12.8,42.3,0.84,2.7
26,11,2019,23.3,17.1,12.3,43.6,0.91,2.5
27,11,2019,23.5,17,10.7,69.4,1.17,2.4
28,11,2019,24,17.3,12.5,64.5,1.33,2.6
29,11,2019,23.4,15.5,9.6,49.2,1.21,2.8
30,11,2019,23.2,14.6,7.2,43.4,1.48,3.1
1,12,2019,24.2,15.5,7.9,41,1.4,3.1
2,12,2019,25.6,15.8,7.5,31.1,1.51,3.5
3,12,2019,26,16.1,7.5,29.5,1.45,3.5
4,12,2019,26.1,17.5,10.9,29.3,0.81,2.7
5,12,2019,25.5,16.9,10.4,30.9,0.97,2.8
6,12,2019,24.8,16.4,10.3,32.5,1.05,2.9
7,12,2019,25.3,15.7,7.7,33.3,1.28,3.2
8,12,2019,24.5,15.7,8.3,30.9,1.08,2.9
9,12,2019,24,16.6,11,25.7,0.91,2.7
10,12,2019,25.1,18.2,12.9,23.9,0.65,2.4
11,12,2019,21.7,15.5,10.7,31.3,1.27,2.8
12,12,2019,18.4,12.9,9.1,59.7,2.19,2.5
13,12,2019,17.4,11.8,7.5,76.4,1.65,1.9
14,12,2019,19.4,12.5,6.8,67.9,1.65,2.3
15,12,2019,18.8,11.8,6.4,65.5,1.41,2.2
16,12,2019,18.9,11.2,4.6,60.2,1.59,2.4
17,12,2019,20,12.1,5,47.8,1.23,2.5
18,12,2019,20.6,12.8,5.5,35.9,1.01,2.5
19,12,2019,21.1,14.9,10.4,33.3,0.75,2.2
20,12,2019,21.9,15.3,11.3,44.9,0.93,2.3
21,12,2019,20.7,14.1,9,48.2,1.08,2.4
22,12,2019,21.4,12.7,5.9,46.1,1.35,2.7
23,12,2019,20.7,12.4,6,40.5,1.33,2.7
24,12,2019,19.7,12.4,5.1,38.4,1.11,2.5
25,12,2019,18.8,10.9,4.5,41.9,1.24,2.5
26,12,2019,20,11.2,4.9,38.2,1.39,2.7
27,12,2019,19.2,11.3,5.2,32.5,0.55,1.9
28,12,2019,17.5,10.4,4.3,32.9,0.64,1.9
29,12,2019,16.6,9.6,3,35.1,0.7,1.9
30,12,2019,17.8,9.5,4.4,36.4,0.94,2.2
31,12,2019,14.8,8.5,2.3,40.9,1,2
1,1,2020,16,8.8,2.9,49.4,1.18,2.1
2,1,2020,17.9,11.1,6,45.3,0.99,2.2
3,1,2020,20,11.6,5.7,47.2,1.24,2.5
4,1,2020,19.7,12.3,6.9,48.4,0.91,2.2
5,1,2020,14.7,9.7,5.5,60.9,1.77,2.1
6,1,2020,11.5,8.9,6.4,86.6,1.41,1.2
7,1,2020,15.7,10.6,7.7,76.7,1.03,1.6
8,1,2020,15.7,9.6,4.3,66.8,1.31,1.9
9,1,2020,18,9.6,3,52.6,1.2,2.3
10,1,2020,17.9,8.6,1.1,42.2,1.64,2.8
11,1,2020,19.1,11.6,5.4,35.5,1.12,2.5
12,1,2020,18.3,11.7,7.8,39.4,0.91,2.2
13,1,2020,10.4,8.1,6,81.2,2.12,1.3
14,1,2020,15.8,8.9,5.5,71.8,1.93,2
15,1,2020,17.2,9.6,3.8,61,1.04,2.1
16,1,2020,19.5,11.7,5.8,51.4,0.88,2.3
17,1,2020,19.3,12.6,5.6,50.3,0.8,2.2
18,1,2020,19.2,12.1,6.2,49.9,1.05,2.4
19,1,2020,19.1,11.9,4.7,55.2,0.67,2.1
20,1,2020,16.7,11.4,6.7,55.4,0.93,2
21,1,2020,16.9,11.1,7.2,72.3,1.34,2
22,1,2020,19.1,10.5,4.8,70.4,1.74,2.4
23,1,2020,20.4,10.6,3.3,55.8,1.82,3
24,1,2020,22.2,11.4,3,41.3,1.65,3.4
25,1,2020,22,13.8,7.1,45.8,1.21,2.9
26,1,2020,22.3,13.8,6.6,56.8,1.44,2.9
27,1,2020,13.5,10.8,8.1,75.5,1.27,1.6
28,1,2020,16.6,12.6,10.4,89,1.51,1.6
29,1,2020,17.5,11.4,7.8,78.6,1.49,2
30,1,2020,18.4,11.8,6.1,68.8,0.71,2.1
31,1,2020,19.6,12.8,6.5,51.3,0.79,2.4
1,2,2020,20.2,12.7,6.5,47.8,0.98,2.6
2,2,2020,21.2,13.4,4.9,43.4,0.98,2.8
3,2,2020,21.6,13.4,6.5,40.6,0.9,2.8
4,2,2020,13.6,9.8,6,57.4,1.33,2.1
5,2,2020,18.9,10,2.9,66.8,1.52,2.6
6,2,2020,20.8,12,5.1,50.6,1.05,2.8
7,2,2020,21.1,13,5.2,49.4,1.05,2.8
8,2,2020,22.3,14.3,6.5,42.8,0.72,2.7
9,2,2020,23.1,15.8,8.6,37.5,0.85,2.9
10,2,2020,23.5,15.2,8.1,40.2,1.21,3.3
11,2,2020,23.5,15.5,9.8,43.4,1.03,3.1
12,2,2020,23.7,15.8,8.4,56.9,1.69,3.4
13,2,2020,27.3,18.1,11.6,56,1.6,3.8
14,2,2020,26.7,15.7,6.9,46.8,2.12,4.5
15,2,2020,28.4,16.3,5.4,29.8,1.45,4.5
16,2,2020,29.1,18.6,10.6,26.8,1.37,4.4
17,2,2020,27.9,16.6,7,32.6,1.45,4.4
18,2,2020,27.9,17.6,8.5,27.6,1.09,4
19,2,2020,27.2,16.5,9.1,37.3,2.41,5.1
20,2,2020,24.8,15.7,9.5,53.7,1.55,3.7
21,2,2020,24.6,16.6,10.1,67.4,2.02,3.5
22,2,2020,26.6,18.4,10,58.2,0.7,3.3
23,2,2020,27.1,19.7,11.8,47,0.74,3.4
24,2,2020,26.8,19.5,13.7,48.8,0.95,3.5
25,2,2020,27.8,18.9,11.3,54.9,1.04,3.7
26,2,2020,29.4,20.5,11.8,50.3,0.95,3.9
27,2,2020,29.5,20.5,14,47.3,2.43,5.2
28,2,2020,28.1,18.8,12.1,66.4,3.27,4.7
29,2,2020,24.9,17.7,12.8,75.6,2.15,3.4
1,3,2020,25.7,17.8,11.1,72.8,1.53,3.5
2,3,2020,27.1,18.8,11.5,66.3,0.98,3.6
3,3,2020,28,19.8,12.2,60.3,1.19,3.9
4,3,2020,26.9,19.2,14.3,57.1,1.73,4
5,3,2020,23.2,17.6,13,76,2.39,3.2
6,3,2020,16.4,14.5,12.1,90.3,1.5,1.7
7,3,2020,20.6,15.2,10.6,76.9,1.82,2.8
8,3,2020,24,16.3,10,73.5,2.27,3.6
9,3,2020,24.2,16.5,9.6,66.6,2.05,3.8
10,3,2020,25.3,17.6,10.1,60.6,1.06,3.6
11,3,2020,19.3,15.5,11.8,78.3,2.62,2.6
12,3,2020,21,15.8,11.9,76.6,3.24,3.1
13,3,2020,20.4,14.5,9,75.2,1.28,2.9
14,3,2020,20.6,15.6,9.4,65.3,0.89,2.9
15,3,2020,23.4,16.8,9,65.6,0.91,3.4
16,3,2020,24.7,18,10.1,68.6,1.2,3.6
17,3,2020,26.1,20.1,13.3,63.2,1.16,3.7
